group,filename,n,m,t,opt,lower,upper
ALUE,alue7080.stp,34479,55494,2344,62449,62449,62449
ALUE,alue7229.stp,940,1474,34,824,824,824
ALUT,alut0787.stp,1160,2089,34,982,982,982
ALUT,alut0805.stp,966,1666,34,958,958,958
ALUT,alut1181.stp,3041,5693,64,2353,2353,2353
ALUT,alut2010.stp,6104,11011,68,3307,3307,3307
ALUT,alut2288.stp,9070,16595,68,3843,3843,3843
ALUT,alut2566.stp,5021,9055,68,3073,3073,3073
ALUT,alut2610.stp,33901,62816,204,12239,12239,12239
ALUT,alut2625.stp,36711,68117,879,35459,35459,35459
ALUT,alut2764.stp,387,626,34,640,640,640
B,b01.stp,50,63,9,82,82,82
B,b02.stp,50,63,13,83,83,83
B,b03.stp,50,63,25,138,138,138
B,b04.stp,50,100,9,59,59,59
B,b05.stp,50,100,13,61,61,61
B,b06.stp,50,100,25,122,122,122
B,b07.stp,75,94,13,111,111,111
B,b08.stp,75,94,19,104,104,104
B,b09.stp,75,94,38,220,220,220
B,b10.stp,75,150,13,86,86,86
B,b11.stp,75,150,19,88,88,88
B,b12.stp,75,150,38,174,174,174
B,b13.stp,100,125,17,165,165,165
B,b14.stp,100,125,25,235,235,235
B,b15.stp,100,125,50,318,318,318
B,b16.stp,100,200,17,127,127,127
B,b17.stp,100,200,25,131,131,131
B,b18.stp,100,200,50,218,218,218
C,c01.stp,500,625,5,85,85,85
C,c02.stp,500,625,10,144,144,144
C,c03.stp,500,625,83,754,754,754
C,c04.stp,500,625,125,1079,1079,1079
C,c05.stp,500,625,250,1579,1579,1579
C,c06.stp,500,1000,5,55,55,55
C,c07.stp,500,1000,10,102,102,102
C,c08.stp,500,1000,83,509,509,509
C,c09.stp,500,1000,125,707,707,707
C,c10.stp,500,1000,250,1093,1093,1093
C,c11.stp,500,2500,5,32,32,32
C,c12.stp,500,2500,10,46,46,46
C,c13.stp,500,2500,83,258,258,258
C,c14.stp,500,2500,125,323,323,323
C,c15.stp,500,2500,250,556,556,556
C,c16.stp,500,12500,5,11,11,11
C,c17.stp,500,12500,10,18,18,18
C,c18.stp,500,12500,83,113,113,113
C,c19.stp,500,12500,125,146,146,146
C,c20.stp,500,12500,250,267,267,267
D,d01.stp,1000,1250,5,106,106,106
D,d02.stp,1000,1250,10,220,220,220
D,d03.stp,1000,1250,167,1565,1565,1565
D,d04.stp,1000,1250,250,1935,1935,1935
D,d05.stp,1000,1250,500,3250,3250,3250
D,d06.stp,1000,2000,5,67,67,67
D,d07.stp,1000,2000,10,103,103,103
D,d08.stp,1000,2000,167,1072,1072,1072
D,d09.stp,1000,2000,250,1448,1448,1448
D,d10.stp,1000,2000,500,2110,2110,2110
D,d11.stp,1000,5000,5,29,29,29
D,d12.stp,1000,5000,10,42,42,42
D,d13.stp,1000,5000,167,500,500,500
D,d14.stp,1000,5000,250,667,667,667
D,d15.stp,1000,5000,500,1116,1116,1116
D,d16.stp,1000,25000,5,13,13,13
D,d17.stp,1000,25000,10,23,23,23
D,d18.stp,1000,25000,167,223,223,223
D,d19.stp,1000,25000,250,310,310,310
D,d20.stp,1000,25000,500,537,537,537
DIW,diw0234.stp,5349,10086,25,1996,1996,1996
DIW,diw0250.stp,353,608,11,350,350,350
DIW,diw0260.stp,539,985,12,468,468,468
DIW,diw0313.stp,468,822,14,397,397,397
DIW,diw0393.stp,212,381,11,302,302,302
DIW,diw0445.stp,1804,3311,33,1363,1363,1363
DIW,diw0459.stp,3636,6789,25,1362,1362,1362
DIW,diw0460.stp,339,579,13,345,345,345
DIW,diw0473.stp,2213,4135,25,1098,1098,1098
DIW,diw0487.stp,2414,4386,25,1424,1424,1424
DIW,diw0495.stp,938,1655,10,616,616,616
DIW,diw0513.stp,918,1684,10,604,604,604
DIW,diw0523.stp,1080,2015,10,561,561,561
DIW,diw0540.stp,286,465,10,374,374,374
DIW,diw0559.stp,3738,7013,18,1570,1570,1570
DIW,diw0778.stp,7231,13727,24,2173,2173,2173
DIW,diw0779.stp,11821,22516,50,4440,4440,4440
DIW,diw0795.stp,3221,5938,10,1550,1550,1550
DIW,diw0801.stp,3023,5575,10,1587,1587,1587
DIW,diw0819.stp,10553,20066,32,3399,3399,3399
DIW,diw0820.stp,11749,22384,37,4167,4167,4167
DMXA,dmxa0296.stp,233,386,12,344,344,344
DMXA,dmxa0368.stp,2050,3676,18,1017,1017,1017
DMXA,dmxa0454.stp,1848,3286,16,914,914,914
DMXA,dmxa0628.stp,169,280,10,275,275,275
DMXA,dmxa0734.stp,663,1154,11,506,506,506
DMXA,dmxa0848.stp,499,861,16,594,594,594
DMXA,dmxa0903.stp,632,1087,10,580,580,580
DMXA,dmxa1010.stp,3983,7108,23,1488,1488,1488
DMXA,dmxa1109.stp,343,559,17,454,454,454
DMXA,dmxa1200.stp,770,1383,21,750,750,750
DMXA,dmxa1304.stp,298,503,10,311,311,311
DMXA,dmxa1516.stp,720,1269,11,508,508,508
DMXA,dmxa1721.stp,1005,1731,18,780,780,780
DMXA,dmxa1801.stp,2333,4137,17,1365,1365,1365
E,e01.stp,2500,3125,5,111,111,111
E,e02.stp,2500,3125,10,214,214,214
E,e03.stp,2500,3125,417,4013,4013,4013
E,e04.stp,2500,3125,625,5101,5101,5101
E,e05.stp,2500,3125,1250,8128,8128,8128
E,e06.stp,2500,5000,5,73,73,73
E,e07.stp,2500,5000,10,145,145,145
E,e08.stp,2500,5000,417,2640,2640,2640
E,e09.stp,2500,5000,625,3604,3604,3604
E,e10.stp,2500,5000,1250,5600,5600,5600
E,e11.stp,2500,12500,5,34,34,34
E,e12.stp,2500,12500,10,67,67,67
E,e13.stp,2500,12500,417,1280,1280,1280
E,e14.stp,2500,12500,625,1732,1732,1732
E,e15.stp,2500,12500,1250,2784,2784,2784
E,e16.stp,2500,62500,5,15,15,15
E,e17.stp,2500,62500,10,25,25,25
E,e18.stp,2500,62500,417,564,564,564
E,e19.stp,2500,62500,625,758,758,758
E,e20.stp,2500,62500,1250,1342,1342,1342
ES10000FST,es10000fst01.stp,27019,39407,10000,716174280,716174280,716174280
ES1000FST,es1000fst01.stp,2865,4267,1000,230535806,230535806,230535806
ES1000FST,es1000fst02.stp,2629,3793,1000,227886471,227886471,227886471
ES1000FST,es1000fst03.stp,2762,4047,1000,227807756,227807756,227807756
ES1000FST,es1000fst04.stp,2778,4083,1000,230200846,230200846,230200846
ES1000FST,es1000fst05.stp,2676,3894,1000,228330602,228330602,228330602
ES1000FST,es1000fst06.stp,2815,4162,1000,231028456,231028456,231028456
ES1000FST,es1000fst07.stp,2604,3756,1000,230945623,230945623,230945623
ES1000FST,es1000fst08.stp,2834,4207,1000,230639115,230639115,230639115
ES1000FST,es1000fst09.stp,2846,4187,1000,227745838,227745838,227745838
ES1000FST,es1000fst10.stp,2546,3620,1000,229267101,229267101,229267101
ES1000FST,es1000fst11.stp,2763,4038,1000,231605619,231605619,231605619
ES1000FST,es1000fst12.stp,2984,4484,1000,230904712,230904712,230904712
ES1000FST,es1000fst13.stp,2532,3615,1000,228031092,228031092,228031092
ES1000FST,es1000fst14.stp,2840,4200,1000,234318491,234318491,234318491
ES1000FST,es1000fst15.stp,2733,3997,1000,229965775,229965775,229965775
ES100FST,es100fst01.stp,250,354,100,72522165,72522165,72522165
ES100FST,es100fst02.stp,339,522,100,75176630,75176630,75176630
ES100FST,es100fst03.stp,189,233,100,72746006,72746006,72746006
ES100FST,es100fst04.stp,188,235,100,74342392,74342392,74342392
ES100FST,es100fst05.stp,188,238,100,75670198,75670198,75670198
ES100FST,es100fst06.stp,301,452,100,74414990,74414990,74414990
ES100FST,es100fst07.stp,276,401,100,77740576,77740576,77740576
ES100FST,es100fst08.stp,210,276,100,73033178,73033178,73033178
ES100FST,es100fst09.stp,248,342,100,77952027,77952027,77952027
ES100FST,es100fst10.stp,229,312,100,75952202,75952202,75952202
ES100FST,es100fst11.stp,253,362,100,78674859,78674859,78674859
ES100FST,es100fst12.stp,266,385,100,76131099,76131099,76131099
ES100FST,es100fst13.stp,254,361,100,74604990,74604990,74604990
ES100FST,es100fst14.stp,198,253,100,78632795,78632795,78632795
ES100FST,es100fst15.stp,231,319,100,70446493,70446493,70446493
ES10FST,es10fst01.stp,18,20,10,22920745,22920745,22920745
ES10FST,es10fst02.stp,14,13,10,19134104,19134104,19134104
ES10FST,es10fst03.stp,17,20,10,26003678,26003678,26003678
ES10FST,es10fst04.stp,18,20,10,20461116,20461116,20461116
ES10FST,es10fst05.stp,12,11,10,18818916,18818916,18818916
ES10FST,es10fst06.stp,17,20,10,26540768,26540768,26540768
ES10FST,es10fst07.stp,14,13,10,26025072,26025072,26025072
ES10FST,es10fst08.stp,21,28,10,25056214,25056214,25056214
ES10FST,es10fst09.stp,21,29,10,22062355,22062355,22062355
ES10FST,es10fst10.stp,18,21,10,23936095,23936095,23936095
ES10FST,es10fst11.stp,14,13,10,22239535,22239535,22239535
ES10FST,es10fst12.stp,13,12,10,19626318,19626318,19626318
ES10FST,es10fst13.stp,18,21,10,19483914,19483914,19483914
ES10FST,es10fst14.stp,24,32,10,21856128,21856128,21856128
ES10FST,es10fst15.stp,16,18,10,18641924,18641924,18641924
ES20FST,es20fst01.stp,29,28,20,33703886,33703886,33703886
ES20FST,es20fst02.stp,29,28,20,32639486,32639486,32639486
ES20FST,es20fst03.stp,27,26,20,27847417,27847417,27847417
ES20FST,es20fst04.stp,57,83,20,27624394,27624394,27624394
ES20FST,es20fst05.stp,54,77,20,34033163,34033163,34033163
ES20FST,es20fst06.stp,29,28,20,36014241,36014241,36014241
ES20FST,es20fst07.stp,45,59,20,34934874,34934874,34934874
ES20FST,es20fst08.stp,52,74,20,38016346,38016346,38016346
ES20FST,es20fst09.stp,36,42,20,36739939,36739939,36739939
ES20FST,es20fst10.stp,49,67,20,34024740,34024740,34024740
ES20FST,es20fst11.stp,33,36,20,27123908,27123908,27123908
ES20FST,es20fst12.stp,33,36,20,30451397,30451397,30451397
ES20FST,es20fst13.stp,35,40,20,34438673,34438673,34438673
ES20FST,es20fst14.stp,36,44,20,34062374,34062374,34062374
ES20FST,es20fst15.stp,37,43,20,32303746,32303746,32303746
ES250FST,es250fst01.stp,623,876,250,116609813,116609813,116609813
ES250FST,es250fst02.stp,542,719,250,115150079,115150079,115150079
ES250FST,es250fst03.stp,543,727,250,114650399,114650399,114650399
ES250FST,es250fst04.stp,604,842,250,117819530,117819530,117819530
ES250FST,es250fst05.stp,596,832,250,116927089,116927089,116927089
ES250FST,es250fst06.stp,596,824,250,116256250,116256250,116256250
ES250FST,es250fst07.stp,585,799,250,115277351,115277351,115277351
ES250FST,es250fst08.stp,657,947,250,116833323,116833323,116833323
ES250FST,es250fst09.stp,570,770,250,116821988,116821988,116821988
ES250FST,es250fst10.stp,662,951,250,116857628,116857628,116857628
ES250FST,es250fst11.stp,661,952,250,112889613,112889613,112889613
ES250FST,es250fst12.stp,619,872,250,119035256,119035256,119035256
ES250FST,es250fst13.stp,684,993,250,116049496,116049496,116049496
ES250FST,es250fst14.stp,710,1046,250,116188791,116188791,116188791
ES250FST,es250fst15.stp,713,1053,250,115558198,115558198,115558198
ES30FST,es30fst01.stp,79,115,30,40692993,40692993,40692993
ES30FST,es30fst02.stp,71,97,30,40900061,40900061,40900061
ES30FST,es30fst03.stp,83,120,30,43120444,43120444,43120444
ES30FST,es30fst04.stp,80,115,30,42150958,42150958,42150958
ES30FST,es30fst05.stp,58,71,30,41739748,41739748,41739748
ES30FST,es30fst06.stp,83,119,30,39955139,39955139,39955139
ES30FST,es30fst07.stp,53,64,30,43761391,43761391,43761391
ES30FST,es30fst08.stp,69,93,30,41691217,41691217,41691217
ES30FST,es30fst09.stp,43,44,30,37133658,37133658,37133658
ES30FST,es30fst10.stp,48,52,30,42686610,42686610,42686610
ES30FST,es30fst11.stp,79,112,30,41647993,41647993,41647993
ES30FST,es30fst12.stp,46,48,30,38416720,38416720,38416720
ES30FST,es30fst13.stp,65,84,30,37406646,37406646,37406646
ES30FST,es30fst14.stp,53,58,30,42897025,42897025,42897025
ES30FST,es30fst15.stp,118,188,30,43035576,43035576,43035576
ES40FST,es40fst01.stp,93,127,40,44841522,44841522,44841522
ES40FST,es40fst02.stp,82,105,40,46811310,46811310,46811310
ES40FST,es40fst03.stp,87,116,40,49974157,49974157,49974157
ES40FST,es40fst04.stp,55,55,40,45289864,45289864,45289864
ES40FST,es40fst05.stp,121,180,40,51940413,51940413,51940413
ES40FST,es40fst06.stp,92,123,40,49753385,49753385,49753385
ES40FST,es40fst07.stp,77,95,40,45639009,45639009,45639009
ES40FST,es40fst08.stp,98,137,40,48745996,48745996,48745996
ES40FST,es40fst09.stp,107,153,40,51761789,51761789,51761789
ES40FST,es40fst10.stp,107,152,40,57136852,57136852,57136852
ES40FST,es40fst11.stp,97,135,40,46734214,46734214,46734214
ES40FST,es40fst12.stp,67,75,40,43843378,43843378,43843378
ES40FST,es40fst13.stp,78,95,40,51884545,51884545,51884545
ES40FST,es40fst14.stp,98,134,40,49166952,49166952,49166952
ES40FST,es40fst15.stp,93,129,40,50828067,50828067,50828067
ES500FST,es500fst01.stp,1250,1763,500,162978810,162978810,162978810
ES500FST,es500fst02.stp,1408,2056,500,160756854,160756854,160756854
ES500FST,es500fst03.stp,1337,1933,500,162664661,162664661,162664661
ES500FST,es500fst04.stp,1296,1879,500,164110997,164110997,164110997
ES500FST,es500fst05.stp,1172,1627,500,160586161,160586161,160586161
ES500FST,es500fst06.stp,1335,1932,500,164685074,164685074,164685074
ES500FST,es500fst07.stp,1214,1700,500,160124233,160124233,160124233
ES500FST,es500fst08.stp,1349,1972,500,161248138,161248138,161248138
ES500FST,es500fst09.stp,1294,1853,500,162100435,162100435,162100435
ES500FST,es500fst10.stp,1203,1679,500,155581203,155581203,155581203
ES500FST,es500fst11.stp,1274,1808,500,161674316,161674316,161674316
ES500FST,es500fst12.stp,1322,1918,500,164009591,164009591,164009591
ES500FST,es500fst13.stp,1273,1814,500,161324201,161324201,161324201
ES500FST,es500fst14.stp,1477,2204,500,165984329,165984329,165984329
ES500FST,es500fst15.stp,1334,1927,500,160758467,160758467,160758467
ES50FST,es50fst01.stp,118,160,50,54948660,54948660,54948660
ES50FST,es50fst02.stp,125,177,50,55484245,55484245,55484245
ES50FST,es50fst03.stp,128,182,50,54691035,54691035,54691035
ES50FST,es50fst04.stp,106,138,50,51535766,51535766,51535766
ES50FST,es50fst05.stp,104,135,50,55186015,55186015,55186015
ES50FST,es50fst06.stp,126,182,50,55804287,55804287,55804287
ES50FST,es50fst07.stp,143,211,50,49961178,49961178,49961178
ES50FST,es50fst08.stp,83,96,50,53754708,53754708,53754708
ES50FST,es50fst09.stp,139,202,50,53456773,53456773,53456773
ES50FST,es50fst10.stp,139,207,50,54037963,54037963,54037963
ES50FST,es50fst11.stp,100,131,50,52532923,52532923,52532923
ES50FST,es50fst12.stp,110,149,50,53409291,53409291,53409291
ES50FST,es50fst13.stp,92,116,50,53891019,53891019,53891019
ES50FST,es50fst14.stp,120,167,50,53551419,53551419,53551419
ES50FST,es50fst15.stp,112,147,50,52180862,52180862,52180862
ES60FST,es60fst01.stp,123,159,60,53761423,53761423,53761423
ES60FST,es60fst02.stp,186,280,60,55367804,55367804,55367804
ES60FST,es60fst03.stp,113,142,60,56566797,56566797,56566797
ES60FST,es60fst04.stp,162,238,60,55371042,55371042,55371042
ES60FST,es60fst05.stp,119,148,60,54704991,54704991,54704991
ES60FST,es60fst06.stp,130,174,60,60421961,60421961,60421961
ES60FST,es60fst07.stp,188,280,60,58978041,58978041,58978041
ES60FST,es60fst08.stp,109,133,60,58138178,58138178,58138178
ES60FST,es60fst09.stp,151,216,60,55877112,55877112,55877112
ES60FST,es60fst10.stp,133,177,60,57624488,57624488,57624488
ES60FST,es60fst11.stp,121,154,60,56141666,56141666,56141666
ES60FST,es60fst12.stp,176,257,60,59791362,59791362,59791362
ES60FST,es60fst13.stp,157,226,60,61213533,61213533,61213533
ES60FST,es60fst14.stp,118,149,60,56035528,56035528,56035528
ES60FST,es60fst15.stp,117,151,60,56622581,56622581,56622581
ES70FST,es70fst01.stp,154,209,70,62058863,62058863,62058863
ES70FST,es70fst02.stp,147,197,70,60928488,60928488,60928488
ES70FST,es70fst03.stp,181,264,70,61934664,61934664,61934664
ES70FST,es70fst04.stp,167,231,70,62938583,62938583,62938583
ES70FST,es70fst05.stp,169,231,70,62256993,62256993,62256993
ES70FST,es70fst06.stp,187,268,70,62124528,62124528,62124528
ES70FST,es70fst07.stp,167,230,70,62223666,62223666,62223666
ES70FST,es70fst08.stp,209,314,70,61872849,61872849,61872849
ES70FST,es70fst09.stp,161,220,70,62986133,62986133,62986133
ES70FST,es70fst10.stp,165,225,70,62511830,62511830,62511830
ES70FST,es70fst11.stp,177,254,70,66455760,66455760,66455760
ES70FST,es70fst12.stp,142,181,70,63047132,63047132,63047132
ES70FST,es70fst13.stp,160,219,70,62912258,62912258,62912258
ES70FST,es70fst14.stp,143,184,70,60411124,60411124,60411124
ES70FST,es70fst15.stp,178,251,70,62318458,62318458,62318458
ES80FST,es80fst01.stp,187,255,80,70927442,70927442,70927442
ES80FST,es80fst02.stp,183,249,80,65273810,65273810,65273810
ES80FST,es80fst03.stp,189,261,80,65332546,65332546,65332546
ES80FST,es80fst04.stp,198,280,80,64193446,64193446,64193446
ES80FST,es80fst05.stp,172,228,80,66350529,66350529,66350529
ES80FST,es80fst06.stp,172,224,80,71007444,71007444,71007444
ES80FST,es80fst07.stp,193,271,80,68228475,68228475,68228475
ES80FST,es80fst08.stp,217,306,80,67452377,67452377,67452377
ES80FST,es80fst09.stp,236,343,80,69825651,69825651,69825651
ES80FST,es80fst10.stp,156,197,80,65497988,65497988,65497988
ES80FST,es80fst11.stp,209,295,80,66283099,66283099,66283099
ES80FST,es80fst12.stp,147,180,80,65070089,65070089,65070089
ES80FST,es80fst13.stp,164,211,80,68022647,68022647,68022647
ES80FST,es80fst14.stp,209,297,80,70077902,70077902,70077902
ES80FST,es80fst15.stp,197,282,80,69939071,69939071,69939071
ES90FST,es90fst01.stp,181,231,90,68350357,68350357,68350357
ES90FST,es90fst02.stp,221,313,90,71294845,71294845,71294845
ES90FST,es90fst03.stp,284,430,90,74817473,74817473,74817473
ES90FST,es90fst04.stp,217,299,90,70910063,70910063,70910063
ES90FST,es90fst05.stp,190,254,90,71831224,71831224,71831224
ES90FST,es90fst06.stp,215,290,90,68640346,68640346,68640346
ES90FST,es90fst07.stp,175,221,90,72036885,72036885,72036885
ES90FST,es90fst08.stp,234,332,90,72341668,72341668,72341668
ES90FST,es90fst09.stp,234,331,90,67856007,67856007,67856007
ES90FST,es90fst10.stp,246,356,90,72310409,72310409,72310409
ES90FST,es90fst11.stp,225,323,90,72310039,72310039,72310039
ES90FST,es90fst12.stp,207,284,90,69367257,69367257,69367257
ES90FST,es90fst13.stp,240,349,90,72810663,72810663,72810663
ES90FST,es90fst14.stp,185,243,90,69188992,69188992,69188992
ES90FST,es90fst15.stp,207,286,90,71778294,71778294,71778294
GAP,gap1307.stp,342,552,17,549,549,549
GAP,gap1413.stp,541,906,10,457,457,457
GAP,gap1500.stp,220,374,17,254,254,254
GAP,gap1810.stp,429,702,17,482,482,482
GAP,gap1904.stp,735,1256,21,763,763,763
GAP,gap2007.stp,2039,3548,17,1104,1104,1104
GAP,gap2119.stp,1724,2975,29,1244,1244,1244
GAP,gap2740.stp,1196,2084,14,745,745,745
GAP,gap2800.stp,386,653,12,386,386,386
GAP,gap2975.stp,179,293,10,245,245,245
GAP,gap3036.stp,346,583,13,457,457,457
GAP,gap3100.stp,921,1558,11,640,640,640
GAP,gap3128.stp,10393,18043,104,4292,4292,4292
I080,i080-001.stp,80,120,6,1787,1787,1787
I080,i080-002.stp,80,120,6,1607,1607,1607
I080,i080-003.stp,80,120,6,1713,1713,1713
I080,i080-004.stp,80,120,6,1866,1866,1866
I080,i080-005.stp,80,120,6,1790,1790,1790
I080,i080-011.stp,80,350,6,1479,1479,1479
I080,i080-012.stp,80,350,6,1484,1484,1484
I080,i080-013.stp,80,350,6,1381,1381,1381
I080,i080-014.stp,80,350,6,1397,1397,1397
I080,i080-015.stp,80,350,6,1495,1495,1495
I080,i080-021.stp,80,3160,6,1175,1175,1175
I080,i080-022.stp,80,3160,6,1178,1178,1178
I080,i080-023.stp,80,3160,6,1174,1174,1174
I080,i080-024.stp,80,3160,6,1161,1161,1161
I080,i080-025.stp,80,3160,6,1162,1162,1162
I080,i080-031.stp,80,160,6,1570,1570,1570
I080,i080-032.stp,80,160,6,2088,2088,2088
I080,i080-033.stp,80,160,6,1794,1794,1794
I080,i080-034.stp,80,160,6,1688,1688,1688
I080,i080-035.stp,80,160,6,1862,1862,1862
I080,i080-041.stp,80,632,6,1276,1276,1276
I080,i080-042.stp,80,632,6,1287,1287,1287
I080,i080-043.stp,80,632,6,1295,1295,1295
I080,i080-044.stp,80,632,6,1366,1366,1366
I080,i080-045.stp,80,632,6,1310,1310,1310
I080,i080-101.stp,80,120,8,2608,2608,2608
I080,i080-102.stp,80,120,8,2403,2403,2403
I080,i080-103.stp,80,120,8,2603,2603,2603
I080,i080-104.stp,80,120,8,2486,2486,2486
I080,i080-105.stp,80,120,8,2203,2203,2203
I080,i080-111.stp,80,350,8,2051,2051,2051
I080,i080-112.stp,80,350,8,1885,1885,1885
I080,i080-113.stp,80,350,8,1884,1884,1884
I080,i080-114.stp,80,350,8,1895,1895,1895
I080,i080-115.stp,80,350,8,1868,1868,1868
I080,i080-121.stp,80,3160,8,1561,1561,1561
I080,i080-122.stp,80,3160,8,1561,1561,1561
I080,i080-123.stp,80,3160,8,1569,1569,1569
I080,i080-124.stp,80,3160,8,1555,1555,1555
I080,i080-125.stp,80,3160,8,1572,1572,1572
I080,i080-131.stp,80,160,8,2284,2284,2284
I080,i080-132.stp,80,160,8,2180,2180,2180
I080,i080-133.stp,80,160,8,2261,2261,2261
I080,i080-134.stp,80,160,8,2070,2070,2070
I080,i080-135.stp,80,160,8,2102,2102,2102
I080,i080-141.stp,80,632,8,1788,1788,1788
I080,i080-142.stp,80,632,8,1708,1708,1708
I080,i080-143.stp,80,632,8,1767,1767,1767
I080,i080-144.stp,80,632,8,1772,1772,1772
I080,i080-145.stp,80,632,8,1762,1762,1762
I080,i080-201.stp,80,120,16,4760,4760,4760
I080,i080-202.stp,80,120,16,4650,4650,4650
I080,i080-203.stp,80,120,16,4599,4599,4599
I080,i080-204.stp,80,120,16,4492,4492,4492
I080,i080-205.stp,80,120,16,4564,4564,4564
I080,i080-211.stp,80,350,16,3631,3631,3631
I080,i080-212.stp,80,350,16,3677,3677,3677
I080,i080-213.stp,80,350,16,3678,3678,3678
I080,i080-214.stp,80,350,16,3734,3734,3734
I080,i080-215.stp,80,350,16,3681,3681,3681
I080,i080-221.stp,80,3160,16,3158,3158,3158
I080,i080-222.stp,80,3160,16,3141,3141,3141
I080,i080-223.stp,80,3160,16,3156,3156,3156
I080,i080-224.stp,80,3160,16,3159,3159,3159
I080,i080-225.stp,80,3160,16,3150,3150,3150
I080,i080-231.stp,80,160,16,4354,4354,4354
I080,i080-232.stp,80,160,16,4199,4199,4199
I080,i080-233.stp,80,160,16,4118,4118,4118
I080,i080-234.stp,80,160,16,4274,4274,4274
I080,i080-235.stp,80,160,16,4487,4487,4487
I080,i080-241.stp,80,632,16,3538,3538,3538
I080,i080-242.stp,80,632,16,3458,3458,3458
I080,i080-243.stp,80,632,16,3474,3474,3474
I080,i080-244.stp,80,632,16,3466,3466,3466
I080,i080-245.stp,80,632,16,3467,3467,3467
I080,i080-301.stp,80,120,20,5519,5519,5519
I080,i080-302.stp,80,120,20,5944,5944,5944
I080,i080-303.stp,80,120,20,5777,5777,5777
I080,i080-304.stp,80,120,20,5586,5586,5586
I080,i080-305.stp,80,120,20,5932,5932,5932
I080,i080-311.stp,80,350,20,4554,4554,4554
I080,i080-312.stp,80,350,20,4534,4534,4534
I080,i080-313.stp,80,350,20,4509,4509,4509
I080,i080-314.stp,80,350,20,4515,4515,4515
I080,i080-315.stp,80,350,20,4459,4459,4459
