group,filename,n,m,t,opt,lower,upper
R50KEFST,R50K09EFST.stp,78825,95476,50000,-1,140.36284558040736669682,140.36433549438231693784
R50KEFST,R50K10EFST.stp,78948,95870,50000,140.3210931211177,140.3210931211177,140.3210931211177
R50KEFST,R50K11EFST.stp,79121,96304,50000,-1,140.16941813111844794548,140.17040972142444843485
R50KEFST,R50K12EFST.stp,79133,96384,50000,-1,140.20101310284317719379,140.20153080076985929736
R50KEFST,R50K13EFST.stp,78972,95674,50000,-1,140.03945196895156755090,140.04038843515317580568
R50KEFST,R50K14EFST.stp,79326,96720,50000,140.2097954097082,140.2097954097082,140.2097954097082
R50KEFST,R50K15EFST.stp,79483,97207,50000,140.4479264659124,140.4479264659124,140.4479264659124
TSPEFST,ali535EFST.stp,803,952,535,1650.637771950173,1650.637771950173,1650.637771950173
TSPEFST,att532EFST.stp,845,1030,532,73335.26762536802,73335.26762536802,73335.26762536802
TSPEFST,brd14051EFST.stp,25026,34255,14051,412293.9541212493,412293.9541212493,412293.9541212493
TSPEFST,d1291EFST.stp,5780,12182,1291,45973.78974760810,45973.78974760810,45973.78974760810
TSPEFST,d15112EFST.stp,26367,35224,15112,1375126.137523083,1375126.137523083,1375126.137523083
TSPEFST,d1655EFST.stp,21499,44691,1655,55008.06128265795,55008.06128265795,55008.06128265795
TSPEFST,d18512EFST.stp,33245,45913,18512,569700.0121472575,569700.0121472575,569700.0121472575
TSPEFST,d198EFST.stp,577,1022,198,11424.30166777199,11424.30166777199,11424.30166777199
TSPEFST,d657EFST.stp,1021,1222,657,41214.42504819453,41214.42504819453,41214.42504819453
TSPEFST,dsj1000EFST.stp,1521,1761,1000,15447941.06445768,15447941.06445768,15447941.06445768
TSPEFST,fl1400EFST.stp,344231,721509,1400,-1,16368.62724461609104764648,16372.08058652470026572701
TSPEFST,fl1577EFST.stp,131344,268515,1577,18869.83366474142,18869.83366474142,18869.83366474142
TSPEFST,fl417EFST.stp,11319,24011,417,9871.417931911710,9871.417931911710,9871.417931911710
TSPEFST,fnl4461EFST.stp,8163,11472,4461,161758.8419982428,161758.8419982428,161758.8419982428
TSPEFST,gr666EFST.stp,1063,1291,666,2529.229037536015,2529.229037536015,2529.229037536015
TSPEFST,lin318EFST.stp,738,1282,318,36110.58003637265,36110.58003637265,36110.58003637265
TSPEFST,nrw1379EFST.stp,2587,3671,1379,49851.16047072627,49851.16047072627,49851.16047072627
TSPEFST,p654EFST.stp,169195,351540,654,-1,28314.81003035361209185794,28332.00049997282985714264
TSPEFST,pcb1173EFST.stp,1759,2166,1173,49822.61313465070,49822.61313465070,49822.61313465070
TSPEFST,pcb3038EFST.stp,8843,15986,3038,122708.0159993386,122708.0159993386,122708.0159993386
TSPEFST,pcb442EFST.stp,6229,13345,442,44471.06882594361,44471.06882594361,44471.06882594361
TSPEFST,pr1002EFST.stp,1540,1797,1002,217373.2442270439,217373.2442270439,217373.2442270439
TSPEFST,pr2392EFST.stp,3920,5072,2392,329934.9393817983,329934.9393817983,329934.9393817983
TSPEFST,rat575EFST.stp,998,1349,575,6035.724576377434,6035.724576377434,6035.724576377434
TSPEFST,rat783EFST.stp,1327,1746,783,7866.664560897880,7866.664560897880,7866.664560897880
TSPEFST,rl11849EFST.stp,28635,50114,11849,-1,830826.11634120717644691467,830853.23065770440734922886
TSPEFST,rl1304EFST.stp,1707,2010,1304,219093.2985942122,219093.2985942122,219093.2985942122
TSPEFST,rl1323EFST.stp,1723,2004,1323,236004.7509846067,236004.7509846067,236004.7509846067
TSPEFST,rl1889EFST.stp,2513,2931,1889,272639.7315917563,272639.7315917563,272639.7315917563
TSPEFST,rl5915EFST.stp,9860,14924,5915,510263.9236189997,510263.9236189997,510263.9236189997
TSPEFST,rl5934EFST.stp,10650,16671,5934,503013.1873257735,503013.1873257735,503013.1873257735
TSPEFST,u1060EFST.stp,4076,7502,1060,189093.0205197455,189093.0205197455,189093.0205197455
TSPEFST,u1432EFST.stp,141893,297238,1432,-1,137176.50832732612616382539,137243.13359990288154222071
TSPEFST,u1817EFST.stp,30750,65210,1817,52872.08696748401,52872.08696748401,52872.08696748401
TSPEFST,u2152EFST.stp,70812,148347,2152,59842.81526988937,59842.81526988937,59842.81526988937
TSPEFST,u574EFST.stp,917,1136,574,31094.46344865571,31094.46344865571,31094.46344865571
TSPEFST,u724EFST.stp,1130,1327,724,36634.26134788814,36634.26134788814,36634.26134788814
TSPEFST,usa13509EFST.stp,21212,26216,13509,17259142.87938375,17259142.87938375,17259142.87938375
TSPEFST,vm1084EFST.stp,1506,1759,1084,203482.7169982054,203482.7169982054,203482.7169982054
TSPEFST,vm1748EFST.stp,2482,2995,1748,286342.8670377652,286342.8670377652,286342.8670377652
