group,filename,n,m,t,opt,lower,upper
vienna-geo-original,G107.stp,85568,114113,938,-1,0,7556331
vienna-geo-original,G201.stp,44624,56205,190,-1,0,3594926
vienna-geo-original,G201.stp,44624,56205,190,-1,0,3597876
vienna-geo-original,G202.stp,62174,87562,1015,-1,0,7041430
vienna-geo-original,G202.stp,62174,87562,1015,-1,0,7066162
vienna-geo-original,G203.stp,88728,133625,2041,-1,0,13529135
vienna-geo-original,G203.stp,88728,133625,2041,-1,0,13543232
vienna-geo-original,G204.stp,50002,65203,386,-1,0,5446239
vienna-geo-original,G204.stp,50002,65203,386,-1,0,5479470
vienna-geo-original,G205.stp,120866,187312,3224,-1,0,25489358
vienna-geo-original,G205.stp,120866,187312,3224,-1,0,25507410
vienna-geo-original,G206.stp,60446,82940,803,-1,0,9460517
vienna-geo-original,G206.stp,60446,82940,803,-1,0,9475671
vienna-geo-original,G207.stp,42481,52552,97,-1,0,2300777
vienna-geo-original,G207.stp,42481,52552,97,-1,0,2312378
vienna-geo-original,G301.stp,80736,98750,191,-1,0,4933309
vienna-geo-original,G301.stp,80736,98750,191,-1,0,4952892
vienna-geo-original,G302.stp,117756,165153,1879,-1,0,13740020
vienna-geo-original,G302.stp,117756,165153,1879,-1,0,13753534
vienna-geo-original,G303.stp,147718,214176,2992,-1,0,28683458
vienna-geo-original,G303.stp,147718,214176,2992,-1,0,28696316
vienna-geo-original,G304.stp,86413,108872,419,-1,0,6886337
vienna-geo-original,G304.stp,86413,108872,419,-1,0,6940946
vienna-geo-original,G305.stp,172687,255825,3902,-1,0,41662973
vienna-geo-original,G305.stp,172687,255825,3902,-1,0,41688440
vienna-geo-original,G306.stp,196404,300036,4937,-1,0,34946212
vienna-geo-original,G306.stp,196404,300036,4937,-1,0,34963016
vienna-geo-original,G307.stp,235686,366093,6313,-1,0,52580844
vienna-geo-original,G307.stp,235686,366093,6313,-1,0,52633716
vienna-geo-original,G308.stp,78834,95732,88,-1,0,4852278
vienna-geo-original,G308.stp,78834,95732,88,-1,0,4871833
vienna-geo-original,G309.stp,97928,128632,902,-1,0,11554641
vienna-geo-original,G309.stp,97928,128632,902,-1,0,11580614
vienna-i-advanced,I001a.stp,14675,22055,941,-1,0,55419311
vienna-i-advanced,I001a.stp,14675,22055,941,-1,0,55421073
vienna-i-advanced,I002a.stp,23800,35758,1282,-1,0,58783265
vienna-i-advanced,I002a.stp,23800,35758,1282,-1,0,58783440
vienna-i-advanced,I003a.stp,16270,23919,2336,-1,0,96921221
vienna-i-advanced,I003a.stp,16270,23919,2336,-1,0,96922582
vienna-i-advanced,I004a.stp,867,1238,263,-1,0,43564138
vienna-i-advanced,I004a.stp,867,1238,263,-1,0,43692143
vienna-i-advanced,I005a.stp,1677,2430,491,-1,0,54805630
vienna-i-advanced,I005a.stp,1677,2430,491,-1,0,54821915
vienna-i-advanced,I006a.stp,13339,19532,1842,-1,0,136437187
vienna-i-advanced,I006a.stp,13339,19532,1842,-1,0,136446700
vienna-i-advanced,I007a.stp,6873,10299,599,-1,0,37439643
vienna-i-advanced,I007a.stp,6873,10299,599,-1,0,37439745
vienna-i-advanced,I008a.stp,6522,9629,708,-1,0,33238045
vienna-i-advanced,I008a.stp,6522,9629,708,-1,0,33238550
vienna-i-advanced,I009a.stp,14977,22435,1053,-1,0,48610812
vienna-i-advanced,I009a.stp,14977,22435,1053,-1,0,48614162
vienna-i-advanced,I010a.stp,13041,19545,782,-1,0,47454658
vienna-i-advanced,I010a.stp,13041,19545,782,-1,0,47454807
vienna-i-advanced,I011a.stp,9298,13685,1202,-1,0,64018896
vienna-i-advanced,I011a.stp,9298,13685,1202,-1,0,64022378
vienna-i-advanced,I012a.stp,3500,5214,387,-1,0,20709420
vienna-i-advanced,I012a.stp,3500,5214,387,-1,0,20710521
vienna-i-advanced,I013a.stp,7147,10608,670,-1,0,37786194
vienna-i-advanced,I013a.stp,7147,10608,670,-1,0,37787149
vienna-i-advanced,I014a.stp,3577,5311,364,-1,0,19562461
vienna-i-advanced,I014a.stp,3577,5311,364,-1,0,19565283
vienna-i-advanced,I015a.stp,20573,30541,2119,-1,0,146656206
vienna-i-advanced,I015a.stp,20573,30541,2119,-1,0,146658433
vienna-i-advanced,I016a.stp,27214,39824,3434,-1,0,165715210
vienna-i-advanced,I016a.stp,27214,39824,3434,-1,0,165727648
vienna-i-advanced,I017a.stp,7571,11571,386,-1,0,19082283
vienna-i-advanced,I018a.stp,12258,18014,1549,-1,0,67512005
vienna-i-advanced,I018a.stp,12258,18014,1549,-1,0,67513287
vienna-i-advanced,I019a.stp,11693,17624,732,-1,0,49792613
vienna-i-advanced,I019a.stp,11693,17624,732,-1,0,49793481
vienna-i-advanced,I020a.stp,6405,9564,508,-1,0,24913989
vienna-i-advanced,I020a.stp,6405,9564,508,-1,0,24914221
vienna-i-advanced,I021a.stp,5195,7861,295,-1,0,17121563
vienna-i-advanced,I022a.stp,8869,13551,356,-1,0,24647679
vienna-i-advanced,I022a.stp,8869,13551,356,-1,0,24650061
vienna-i-advanced,I023a.stp,13724,20863,403,-1,0,17426036
vienna-i-advanced,I023a.stp,13724,20863,403,-1,0,17426739
vienna-i-advanced,I024a.stp,32357,48250,2511,-1,0,170934717
vienna-i-advanced,I024a.stp,32357,48250,2511,-1,0,170938084
vienna-i-advanced,I025a.stp,10055,14961,833,-1,0,57641734
vienna-i-advanced,I025a.stp,10055,14961,833,-1,0,57642828
vienna-i-advanced,I026a.stp,18155,26568,2661,-1,0,138094602
vienna-i-advanced,I026a.stp,18155,26568,2661,-1,0,138105490
vienna-i-advanced,I027a.stp,40772,60555,3490,-1,0,258152515
vienna-i-advanced,I027a.stp,40772,60555,3490,-1,0,258175732
vienna-i-advanced,I028a.stp,43690,66461,1597,-1,0,103187778
vienna-i-advanced,I028a.stp,43690,66461,1597,-1,0,103188374
vienna-i-advanced,I029a.stp,32979,49627,1946,-1,0,130452567
vienna-i-advanced,I029a.stp,32979,49627,1946,-1,0,130454527
vienna-i-advanced,I030a.stp,12941,19279,1093,-1,0,80323131
vienna-i-advanced,I030a.stp,12941,19279,1093,-1,0,80325616
vienna-i-advanced,I031a.stp,21054,31410,1832,-1,0,124770502
vienna-i-advanced,I031a.stp,21054,31410,1832,-1,0,124772451
vienna-i-advanced,I032a.stp,21345,31353,2454,-1,0,144550884
vienna-i-advanced,I032a.stp,21345,31353,2454,-1,0,144551188
vienna-i-advanced,I033a.stp,8500,12700,548,-1,0,31695504
vienna-i-advanced,I033a.stp,8500,12700,548,-1,0,31698379
vienna-i-advanced,I034a.stp,9128,13668,606,-1,0,28931672
vienna-i-advanced,I035a.stp,13129,19420,1428,-1,0,102271762
vienna-i-advanced,I035a.stp,13129,19420,1428,-1,0,102278072
vienna-i-advanced,I036a.stp,17036,25482,1258,-1,0,105369808
vienna-i-advanced,I036a.stp,17036,25482,1258,-1,0,105377586
vienna-i-advanced,I037a.stp,5886,8869,392,-1,0,29932790
vienna-i-advanced,I037a.stp,5886,8869,392,-1,0,29942996
vienna-i-advanced,I038a.stp,7733,11478,798,-1,0,48690917
vienna-i-advanced,I038a.stp,7733,11478,798,-1,0,48696537
vienna-i-advanced,I039a.stp,3719,5533,306,-1,0,22662032
vienna-i-advanced,I039a.stp,3719,5533,306,-1,0,22662422
vienna-i-advanced,I040a.stp,18837,28156,1501,-1,0,88444274
vienna-i-advanced,I040a.stp,18837,28156,1501,-1,0,88444466
vienna-i-advanced,I041a.stp,22466,33868,1014,-1,0,61641071
vienna-i-advanced,I041a.stp,22466,33868,1014,-1,0,61644096
vienna-i-advanced,I042a.stp,23925,35806,1923,-1,0,145189390
vienna-i-advanced,I042a.stp,23925,35806,1923,-1,0,145192294
vienna-i-advanced,I043a.stp,4511,6740,335,-1,0,24504823
vienna-i-advanced,I044a.stp,31500,46757,2954,-1,0,232778351
vienna-i-advanced,I044a.stp,31500,46757,2954,-1,0,232778774
vienna-i-advanced,I045a.stp,6775,10227,378,-1,0,23700774
vienna-i-advanced,I045a.stp,6775,10227,378,-1,0,23700779
vienna-i-advanced,I046a.stp,32376,48054,3154,-1,0,234730402
vienna-i-advanced,I046a.stp,32376,48054,3154,-1,0,234735515
vienna-i-advanced,I047a.stp,10622,15440,1791,-1,0,121541906
vienna-i-advanced,I047a.stp,10622,15440,1791,-1,0,121550941
vienna-i-advanced,I048a.stp,4920,7356,320,-1,0,15965127
vienna-i-advanced,I048a.stp,4920,7356,320,-1,0,15965470
vienna-i-advanced,I049a.stp,15045,22713,821,-1,0,35588302
vienna-i-advanced,I049a.stp,15045,22713,821,-1,0,35590749
vienna-i-advanced,I050a.stp,17787,26176,2232,-1,0,177716174
vienna-i-advanced,I050a.stp,17787,26176,2232,-1,0,177726416
vienna-i-advanced,I051a.stp,12130,17892,1337,-1,0,86182489
vienna-i-advanced,I051a.stp,12130,17892,1337,-1,0,86185594
vienna-i-advanced,I052a.stp,160,237,23,-1,0,2097089
vienna-i-advanced,I052a.stp,160,237,23,-1,0,2097537
vienna-i-advanced,I053a.stp,693,1023,102,-1,0,7347743
vienna-i-advanced,I053a.stp,693,1023,102,-1,0,7348752
vienna-i-advanced,I054a.stp,540,817,25,-1,0,4021279
vienna-i-advanced,I055a.stp,4701,6979,483,-1,0,12897622
vienna-i-advanced,I055a.stp,4701,6979,483,-1,0,12898543
vienna-i-advanced,I056a.stp,290,439,34,-1,0,4074021
vienna-i-advanced,I056a.stp,290,439,34,-1,0,4077487
vienna-i-advanced,I057a.stp,13078,19368,1346,-1,0,74891535
vienna-i-advanced,I057a.stp,13078,19368,1346,-1,0,74892091
vienna-i-advanced,I058a.stp,7877,11657,997,-1,0,58055597
vienna-i-advanced,I058a.stp,7877,11657,997,-1,0,58066304
vienna-i-advanced,I059a.stp,2800,4157,286,-1,0,13151452
vienna-i-advanced,I059a.stp,2800,4157,286,-1,0,13154059
vienna-i-advanced,I060a.stp,18991,28536,1158,-1,0,120853976
vienna-i-advanced,I060a.stp,18991,28536,1158,-1,0,120856538
vienna-i-advanced,I061a.stp,20958,31465,1337,-1,0,64963525
vienna-i-advanced,I061a.stp,20958,31465,1337,-1,0,64964818
vienna-i-advanced,I062a.stp,23714,35305,2812,-1,0,189810854
vienna-i-advanced,I062a.stp,23714,35305,2812,-1,0,189815697
vienna-i-advanced,I063a.stp,9600,14042,1291,-1,0,79942126
vienna-i-advanced,I063a.stp,9600,14042,1291,-1,0,79954284
vienna-i-advanced,I064a.stp,31712,46711,3182,-1,0,187285997
vienna-i-advanced,I064a.stp,31712,46711,3182,-1,0,187286760
vienna-i-advanced,I065a.stp,1185,1756,119,-1,0,5388926
vienna-i-advanced,I065a.stp,1185,1756,119,-1,0,5389178
vienna-i-advanced,I066a.stp,4551,6821,417,-1,0,29371685
vienna-i-advanced,I066a.stp,4551,6821,417,-1,0,29373293
vienna-i-advanced,I067a.stp,10318,15588,579,-1,0,40725781
vienna-i-advanced,I067a.stp,10318,15588,579,-1,0,40726634
vienna-i-advanced,I068a.stp,12191,18023,1302,-1,0,81916015
vienna-i-advanced,I068a.stp,12191,18023,1302,-1,0,81919200
vienna-i-advanced,I069a.stp,3508,5156,452,-1,0,17443528
vienna-i-advanced,I069a.stp,3508,5156,452,-1,0,17443907
vienna-i-advanced,I070a.stp,6739,10064,511,-1,0,27185621
vienna-i-advanced,I070a.stp,6739,10064,511,-1,0,27186132
vienna-i-advanced,I071a.stp,12772,18886,1281,-1,0,55096799
vienna-i-advanced,I071a.stp,12772,18886,1281,-1,0,55097994
vienna-i-advanced,I072a.stp,11628,17411,851,-1,0,60296639
vienna-i-advanced,I072a.stp,11628,17411,851,-1,0,60302265
vienna-i-advanced,I073a.stp,7510,10873,1337,-1,0,126659175
vienna-i-advanced,I073a.stp,7510,10873,1337,-1,0,126665951
vienna-i-advanced,I074a.stp,4441,6562,548,-1,0,41089777
vienna-i-advanced,I074a.stp,4441,6562,548,-1,0,41092083
vienna-i-advanced,I075a.stp,23195,34362,2498,-1,0,179961506
vienna-i-advanced,I075a.stp,23195,34362,2498,-1,0,179977665
vienna-i-advanced,I076a.stp,4909,7268,498,-1,0,32023978
vienna-i-advanced,I076a.stp,4909,7268,498,-1,0,32028048
vienna-i-advanced,I077a.stp,9153,13363,1490,-1,0,192149054
vienna-i-advanced,I077a.stp,9153,13363,1490,-1,0,192159281
vienna-i-advanced,I078a.stp,5864,8662,692,-1,0,56446038
vienna-i-advanced,I078a.stp,5864,8662,692,-1,0,56449178
vienna-i-advanced,I079a.stp,7933,11807,497,-1,0,30849188
vienna-i-advanced,I079a.stp,7933,11807,497,-1,0,30850791
vienna-i-advanced,I080a.stp,7589,11256,499,-1,0,26194789
vienna-i-advanced,I080a.stp,7589,11256,499,-1,0,26195522
vienna-i-advanced,I081a.stp,10747,16029,751,-1,0,49172317
vienna-i-advanced,I081a.stp,10747,16029,751,-1,0,49174003
vienna-i-advanced,I082a.stp,5850,8693,435,-1,0,32809144
vienna-i-advanced,I082a.stp,5850,8693,435,-1,0,32809624
vienna-i-advanced,I083a.stp,34221,50301,4138,-1,0,324910289
vienna-i-advanced,I083a.stp,34221,50301,4138,-1,0,324931032
vienna-i-advanced,I084a.stp,17050,25201,1918,-1,0,130828331
vienna-i-advanced,I084a.stp,17050,25201,1918,-1,0,130845408
vienna-i-advanced,I085a.stp,2780,4123,243,-1,0,14470218
vienna-i-advanced,I085a.stp,2780,4123,243,-1,0,14470755
vienna-i-simple,I001.stp,30190,47748,1184,-1,0,254095138
vienna-i-simple,I001.stp,30190,47748,1184,-1,0,254389724
vienna-i-simple,I002.stp,49920,77871,1665,-1,0,400052427
vienna-i-simple,I002.stp,49920,77871,1665,-1,0,400558214
vienna-i-simple,I003.stp,44482,73419,3222,-1,0,790353456
vienna-i-simple,I003.stp,44482,73419,3222,-1,0,791312176
vienna-i-simple,I004.stp,5556,8552,570,-1,0,280512918
vienna-i-simple,I004.stp,5556,8552,570,-1,0,281706135
vienna-i-simple,I005.stp,10284,15980,1017,-1,0,391837635
vienna-i-simple,I005.stp,10284,15980,1017,-1,0,393798146
vienna-i-simple,I006.stp,31754,52875,2202,-1,0,504831513
vienna-i-simple,I006.stp,31754,52875,2202,-1,0,505344764
vienna-i-simple,I007.stp,15122,24371,737,-1,0,178022241
vienna-i-simple,I007.stp,15122,24371,737,-1,0,178211203
vienna-i-simple,I008.stp,15714,25567,871,-1,0,201920870
vienna-i-simple,I008.stp,15714,25567,871,-1,0,202135582
vienna-i-simple,I009.stp,33188,52007,1262,-1,0,275803038
vienna-i-simple,I009.stp,33188,52007,1262,-1,0,276168913
vienna-i-simple,I010.stp,29905,47457,943,-1,0,208145769
vienna-i-simple,I010.stp,29905,47457,943,-1,0,208355027
vienna-i-simple,I011.stp,25195,41298,1428,-1,0,318003216
vienna-i-simple,I011.stp,25195,41298,1428,-1,0,318316047
vienna-i-simple,I012.stp,12355,19962,503,-1,0,119107360
vienna-i-simple,I012.stp,12355,19962,503,-1,0,119356505
vienna-i-simple,I013.stp,18242,28976,891,-1,0,193336007
vienna-i-simple,I013.stp,18242,28976,891,-1,0,193545467
vienna-i-simple,I014.stp,12715,20632,475,-1,0,105315452
vienna-i-simple,I014.stp,12715,20632,475,-1,0,105680026
vienna-i-simple,I015.stp,48833,79987,2493,-1,0,592875222
vienna-i-simple,I015.stp,48833,79987,2493,-1,0,594171084
vienna-i-simple,I016.stp,72038,115055,4391,-1,0,1111960885
vienna-i-simple,I016.stp,72038,115055,4391,-1,0,1113395379
vienna-i-simple,I017.stp,15095,24091,478,-1,0,109830270
vienna-i-simple,I017.stp,15095,24091,478,-1,0,109990176
vienna-i-simple,I018.stp,31121,51113,1898,-1,0,464148413
vienna-i-simple,I018.stp,31121,51113,1898,-1,0,464663500
vienna-i-simple,I019.stp,25946,41645,866,-1,0,217916101
vienna-i-simple,I019.stp,25946,41645,866,-1,0,218409597
vienna-i-simple,I020.stp,21808,34921,594,-1,0,146773498
vienna-i-simple,I020.stp,21808,34921,594,-1,0,146952964
vienna-i-simple,I021.stp,16013,25269,392,-1,0,106656193
vienna-i-simple,I021.stp,16013,25269,392,-1,0,106760574
vienna-i-simple,I022.stp,16224,25691,437,-1,0,106960607
vienna-i-simple,I022.stp,16224,25691,437,-1,0,107051867
vienna-i-simple,I023.stp,22805,35307,582,-1,0,131107864
vienna-i-simple,I023.stp,22805,35307,582,-1,0,131368477
vienna-i-simple,I024.stp,68464,108732,3001,-1,0,759095772
vienna-i-simple,I024.stp,68464,108732,3001,-1,0,759855650
vienna-i-simple,I025.stp,23412,37952,945,-1,0,233328001
vienna-i-simple,I025.stp,23412,37952,945,-1,0,234005727
vienna-i-simple,I026.stp,47429,79307,3334,-1,0,928578334
vienna-i-simple,I026.stp,47429,79307,3334,-1,0,930160976
vienna-i-simple,I027.stp,85085,138888,3954,-1,0,977951003
vienna-i-simple,I027.stp,85085,138888,3954,-1,0,979586777
vienna-i-simple,I028.stp,72701,115430,1790,-1,0,384508906
vienna-i-simple,I028.stp,72701,115430,1790,-1,0,385440528
vienna-i-simple,I029.stp,69988,111804,2162,-1,0,492963707
vienna-i-simple,I029.stp,69988,111804,2162,-1,0,494006972
vienna-i-simple,I030.stp,33188,53680,1263,-1,0,322387840
vienna-i-simple,I030.stp,33188,53680,1263,-1,0,323605835
vienna-i-simple,I031.stp,54351,88211,2182,-1,0,579280972
vienna-i-simple,I031.stp,54351,88211,2182,-1,0,580530535
vienna-i-simple,I032.stp,56023,91399,3017,-1,0,773653272
vienna-i-simple,I032.stp,56023,91399,3017,-1,0,774343755
vienna-i-simple,I033.stp,18555,29730,636,-1,0,134567866
vienna-i-simple,I033.stp,18555,29730,636,-1,0,134672237
vienna-i-simple,I034.stp,22311,35516,735,-1,0,165279047
vienna-i-simple,I034.stp,22311,35516,735,-1,0,165602792
vienna-i-simple,I035.stp,30585,50454,1704,-1,0,414738958
vienna-i-simple,I035.stp,30585,50454,1704,-1,0,415304135
vienna-i-simple,I036.stp,37208,60356,1411,-1,0,375876425
vienna-i-simple,I036.stp,37208,60356,1411,-1,0,376629926
vienna-i-simple,I037.stp,13694,22126,427,-1,0,105933881
vienna-i-simple,I037.stp,13694,22126,427,-1,0,106181433
vienna-i-simple,I038.stp,18747,30639,967,-1,0,256067161
vienna-i-simple,I038.stp,18747,30639,967,-1,0,256375297
vienna-i-simple,I039.stp,8755,14449,347,-1,0,85658720
vienna-i-simple,I039.stp,8755,14449,347,-1,0,85797498
vienna-i-simple,I040.stp,40389,65820,1762,-1,0,432057354
vienna-i-simple,I040.stp,40389,65820,1762,-1,0,432961530
vienna-i-simple,I041.stp,47197,75307,1193,-1,0,302442574
vienna-i-simple,I041.stp,47197,75307,1193,-1,0,303165904
vienna-i-simple,I042.stp,51896,85550,2171,-1,0,532815177
vienna-i-simple,I042.stp,51896,85550,2171,-1,0,533685312
vienna-i-simple,I043.stp,10398,16787,367,-1,0,95946829
vienna-i-simple,I043.stp,10398,16787,367,-1,0,96005307
vienna-i-simple,I044.stp,68905,113889,3358,-1,0,805398862
vienna-i-simple,I044.stp,68905,113889,3358,-1,0,806685248
vienna-i-simple,I045.stp,14685,23466,421,-1,0,106108344
vienna-i-simple,I045.stp,14685,23466,421,-1,0,106210470
vienna-i-simple,I046.stp,70843,117209,3598,-1,0,926782241
vienna-i-simple,I046.stp,70843,117209,3598,-1,0,928427570
vienna-i-simple,I047.stp,28524,46251,2354,-1,0,695706456
vienna-i-simple,I047.stp,28524,46251,2354,-1,0,696532212
vienna-i-simple,I048.stp,13189,21219,358,-1,0,91661701
vienna-i-simple,I048.stp,13189,21219,358,-1,0,91735249
vienna-i-simple,I049.stp,30857,49591,990,-1,0,295264299
vienna-i-simple,I049.stp,30857,49591,990,-1,0,295620989
vienna-i-simple,I050.stp,43073,71276,2868,-1,0,793069558
vienna-i-simple,I050.stp,43073,71276,2868,-1,0,794151998
vienna-i-simple,I051.stp,27028,45406,1524,-1,0,357490433
vienna-i-simple,I051.stp,27028,45406,1524,-1,0,357812292
vienna-i-simple,I052.stp,2363,3761,40,-1,0,13315398
vienna-i-simple,I052.stp,2363,3761,40,-1,0,13327885
vienna-i-simple,I053.stp,3224,5285,126,-1,0,30886488
vienna-i-simple,I053.stp,3224,5285,126,-1,0,30910735
vienna-i-simple,I054.stp,3803,6213,38,-1,0,15880506
vienna-i-simple,I054.stp,3803,6213,38,-1,0,15893670
vienna-i-simple,I055.stp,13332,21580,570,-1,0,144280453
vienna-i-simple,I055.stp,13332,21580,570,-1,0,144497957
vienna-i-simple,I056.stp,1991,3176,51,-1,0,14183312
vienna-i-simple,I056.stp,1991,3176,51,-1,0,14400238
vienna-i-simple,I057.stp,33231,55149,1569,-1,0,413069064
vienna-i-simple,I057.stp,33231,55149,1569,-1,0,413618304
vienna-i-simple,I058.stp,23527,39628,1256,-1,0,305406729
vienna-i-simple,I058.stp,23527,39628,1256,-1,0,306031312
vienna-i-simple,I059.stp,9287,14975,363,-1,0,107710916
vienna-i-simple,I059.stp,9287,14975,363,-1,0,107876429
vienna-i-simple,I060.stp,42008,67572,1242,-1,0,338477339
vienna-i-simple,I060.stp,42008,67572,1242,-1,0,338728729
vienna-i-simple,I061.stp,39160,63659,1458,-1,0,363423890
vienna-i-simple,I061.stp,39160,63659,1458,-1,0,363857015
vienna-i-simple,I062.stp,66048,110491,3343,-1,0,794413008
vienna-i-simple,I062.stp,66048,110491,3343,-1,0,795849870
vienna-i-simple,I063.stp,26840,43661,1645,-1,0,460175231
vienna-i-simple,I063.stp,26840,43661,1645,-1,0,460815253
vienna-i-simple,I064.stp,63158,107345,3458,-1,0,863610591
vienna-i-simple,I064.stp,63158,107345,3458,-1,0,864411004
vienna-i-simple,I065.stp,3898,6356,144,-1,0,33006758
vienna-i-simple,I065.stp,3898,6356,144,-1,0,33040798
vienna-i-simple,I066.stp,15038,24596,551,-1,0,174496091
vienna-i-simple,I066.stp,15038,24596,551,-1,0,174813423
vienna-i-simple,I067.stp,20547,33230,627,-1,0,175733154
vienna-i-simple,I067.stp,20547,33230,627,-1,0,175968103
vienna-i-simple,I068.stp,33118,55127,1553,-1,0,421142004
vienna-i-simple,I068.stp,33118,55127,1553,-1,0,421864894
vienna-i-simple,I069.stp,9574,16208,543,-1,0,135274605
vienna-i-simple,I069.stp,9574,16208,543,-1,0,135530919
vienna-i-simple,I070.stp,15079,24608,550,-1,0,136944739
vienna-i-simple,I070.stp,15079,24608,550,-1,0,137148445
vienna-i-simple,I071.stp,33203,54427,1494,-1,0,382849738
vienna-i-simple,I071.stp,33203,54427,1494,-1,0,383471083
vienna-i-simple,I072.stp,26948,44194,993,-1,0,289341186
vienna-i-simple,I072.stp,26948,44194,993,-1,0,289923872
vienna-i-simple,I073.stp,21653,35171,1847,-1,0,663418824
vienna-i-simple,I073.stp,21653,35171,1847,-1,0,665526376
vienna-i-simple,I074.stp,13316,22033,653,-1,0,165819375
vienna-i-simple,I074.stp,13316,22033,653,-1,0,166201940
vienna-i-simple,I075.stp,57551,95381,2973,-1,0,816356397
vienna-i-simple,I075.stp,57551,95381,2973,-1,0,817749841
vienna-i-simple,I076.stp,14023,22895,598,-1,0,166552304
vienna-i-simple,I076.stp,14023,22895,598,-1,0,166981558
vienna-i-simple,I077.stp,20856,34237,1787,-1,0,473001372
vienna-i-simple,I077.stp,20856,34237,1787,-1,0,473384113
vienna-i-simple,I078.stp,13294,21948,835,-1,0,185685953
vienna-i-simple,I078.stp,13294,21948,835,-1,0,185870695
vienna-i-simple,I079.stp,19867,31271,565,-1,0,151029058
vienna-i-simple,I079.stp,19867,31271,565,-1,0,151328711
vienna-i-simple,I080.stp,18695,29708,548,-1,0,164644815
vienna-i-simple,I080.stp,18695,29708,548,-1,0,165071111
vienna-i-simple,I081.stp,25081,40739,888,-1,0,248019445
vienna-i-simple,I081.stp,25081,40739,888,-1,0,248516307
vienna-i-simple,I082.stp,15592,24788,515,-1,0,147732853
vienna-i-simple,I082.stp,15592,24788,515,-1,0,148188841
vienna-i-simple,I083.stp,89596,148583,4991,-1,0,1407895125
vienna-i-simple,I083.stp,89596,148583,4991,-1,0,1409551619
vienna-i-simple,I084.stp,44934,73727,2319,-1,0,628112155
vienna-i-simple,I084.stp,44934,73727,2319,-1,0,629217204
vienna-i-simple,I085.stp,9113,14491,301,-1,0,80737624
vienna-i-simple,I085.stp,9113,14491,301,-1,0,80861651
